CityName,CarbonFootprints,No,Domain,Component,English,Japanese,Type,領域,要素,要素OLD
Nagoya,4.35,13,Mobility,Bicycle,Nagoya,名古屋市,City,移動,自転車,自転車
Naha,0.44,13,Mobility,Bicycle,Naha,那覇市,City,移動,自転車,自転車
Nara,5.88,13,Mobility,Bicycle,Nara,奈良市,City,移動,自転車,自転車
Niigata,4.14,13,Mobility,Bicycle,Niigata,新潟市,City,移動,自転車,自転車
Oita,4.95,13,Mobility,Bicycle,Oita,大分市,City,移動,自転車,自転車
Okayama,3.08,13,Mobility,Bicycle,Okayama,岡山市,City,移動,自転車,自転車
OkinawaReg.,1.18,13,Mobility,Bicycle,OkinawaReg.,沖縄,Region,移動,自転車,自転車
Osaka,5.6,13,Mobility,Bicycle,Osaka,大阪市,City,移動,自転車,自転車
Otsu,3.83,13,Mobility,Bicycle,Otsu,大津市,City,移動,自転車,自転車
Saga,7.36,13,Mobility,Bicycle,Saga,佐賀市,City,移動,自転車,自転車
Sagamihara,8.85,13,Mobility,Bicycle,Sagamihara,相模原市,City,移動,自転車,自転車
Saitama,4.42,13,Mobility,Bicycle,Saitama,さいたま市,City,移動,自転車,自転車
Sakae,5.39,13,Mobility,Bicycle,Sakae,堺市,City,移動,自転車,自転車
Sapporo,3.34,13,Mobility,Bicycle,Sapporo,札幌市,City,移動,自転車,自転車
Sendai,1.7,13,Mobility,Bicycle,Sendai,仙台市,City,移動,自転車,自転車
ShikokuReg.,2.44,13,Mobility,Bicycle,ShikokuReg.,四国,Region,移動,自転車,自転車
Shizuoka,9.66,13,Mobility,Bicycle,Shizuoka,静岡市,City,移動,自転車,自転車
SmallB/Towns/Villages,2.37,13,Mobility,Bicycle,SmallB/Towns/Villages,小都市Ｂ・町村,Class,移動,自転車,自転車
SmallCitiesA,4.53,13,Mobility,Bicycle,SmallCitiesA,小都市Ａ,Class,移動,自転車,自転車
Takamatsu,5.02,13,Mobility,Bicycle,Takamatsu,高松市,City,移動,自転車,自転車
TohokuReg.,1.73,13,Mobility,Bicycle,TohokuReg.,東北,Region,移動,自転車,自転車
TokaiReg.,4.59,13,Mobility,Bicycle,TokaiReg.,東海,Region,移動,自転車,自転車
Tokushima,1.77,13,Mobility,Bicycle,Tokushima,徳島市,City,移動,自転車,自転車
Tokyo,9.49,13,Mobility,Bicycle,Tokyo,東京都区部,City,移動,自転車,自転車
Tottori,0.8,13,Mobility,Bicycle,Tottori,鳥取市,City,移動,自転車,自転車
Toyama,2.09,13,Mobility,Bicycle,Toyama,富山市,City,移動,自転車,自転車
Tsu,2.25,13,Mobility,Bicycle,Tsu,津市,City,移動,自転車,自転車
Utsunomiya,3.13,13,Mobility,Bicycle,Utsunomiya,宇都宮市,City,移動,自転車,自転車
Wakayama,3.93,13,Mobility,Bicycle,Wakayama,和歌山市,City,移動,自転車,自転車
Yamagata,2.57,13,Mobility,Bicycle,Yamagata,山形市,City,移動,自転車,自転車
Yamaguchi,8.88,13,Mobility,Bicycle,Yamaguchi,山口市,City,移動,自転車,自転車
Yokohama,2.96,13,Mobility,Bicycle,Yokohama,横浜市,City,移動,自転車,自転車
Akita,0,14,Mobility,Walking,Akita,秋田市,City,移動,徒歩,徒歩
Aomori,0,14,Mobility,Walking,Aomori,青森市,City,移動,徒歩,徒歩
Chiba,0,14,Mobility,Walking,Chiba,千葉市,City,移動,徒歩,徒歩
ChugokuReg.,0,14,Mobility,Walking,ChugokuReg.,中国,Region,移動,徒歩,徒歩
ChukyoMetro.,0,14,Mobility,Walking,ChukyoMetro.,中京大都市圏,Metropolitan,移動,徒歩,徒歩
Cities50000+pop.,0,14,Mobility,Walking,Cities50000+pop.,人口５万以上の市,Class,移動,徒歩,徒歩
Fukui,0,14,Mobility,Walking,Fukui,福井市,City,移動,徒歩,徒歩
Fukuoka,0,14,Mobility,Walking,Fukuoka,福岡市,City,移動,徒歩,徒歩
Fukushima,0,14,Mobility,Walking,Fukushima,福島市,City,移動,徒歩,徒歩
Gifu,0,14,Mobility,Walking,Gifu,岐阜市,City,移動,徒歩,徒歩
Hamamatsu,0,14,Mobility,Walking,Hamamatsu,浜松市,City,移動,徒歩,徒歩
Hiroshima,0,14,Mobility,Walking,Hiroshima,広島市,City,移動,徒歩,徒歩
HokkaidoReg.,0,14,Mobility,Walking,HokkaidoReg.,北海道,Region,移動,徒歩,徒歩
HokurikuReg.,0,14,Mobility,Walking,HokurikuReg.,北陸,Region,移動,徒歩,徒歩
Japan,0,14,Mobility,Walking,Japan,全国,Country,移動,徒歩,徒歩
Kagoshima,0,14,Mobility,Walking,Kagoshima,鹿児島市,City,移動,徒歩,徒歩
Kanazawa,0,14,Mobility,Walking,Kanazawa,金沢市,City,移動,徒歩,徒歩
KantoMetro.,0,14,Mobility,Walking,KantoMetro.,関東大都市圏,Metropolitan,移動,徒歩,徒歩
KantoReg.,0,14,Mobility,Walking,KantoReg.,関東,Region,移動,徒歩,徒歩
Kawasaki,0,14,Mobility,Walking,Kawasaki,川崎市,City,移動,徒歩,徒歩
KinkiMetro.,0,14,Mobility,Walking,KinkiMetro.,近畿大都市圏,Metropolitan,移動,徒歩,徒歩
KinkiReg.,0,14,Mobility,Walking,KinkiReg.,近畿,Region,移動,徒歩,徒歩
Kitakyushu,0,14,Mobility,Walking,Kitakyushu,北九州市,City,移動,徒歩,徒歩
Kitakyushu/FukuokaMetro.,0,14,Mobility,Walking,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,移動,徒歩,徒歩
Kobe,0,14,Mobility,Walking,Kobe,神戸市,City,移動,徒歩,徒歩
Kochi,0,14,Mobility,Walking,Kochi,高知市,City,移動,徒歩,徒歩
Kofu,0,14,Mobility,Walking,Kofu,甲府市,City,移動,徒歩,徒歩
Kumamoto,0,14,Mobility,Walking,Kumamoto,熊本市,City,移動,徒歩,徒歩
Kyoto,0,14,Mobility,Walking,Kyoto,京都市,City,移動,徒歩,徒歩
KyushuReg.,0,14,Mobility,Walking,KyushuReg.,九州,Region,移動,徒歩,徒歩
LargeCities,0,14,Mobility,Walking,LargeCities,大都市,Class,移動,徒歩,徒歩
Maebashi,0,14,Mobility,Walking,Maebashi,前橋市,City,移動,徒歩,徒歩
Matsue,0,14,Mobility,Walking,Matsue,松江市,City,移動,徒歩,徒歩
Matsuyama,0,14,Mobility,Walking,Matsuyama,松山市,City,移動,徒歩,徒歩
MiddleCities,0,14,Mobility,Walking,MiddleCities,中都市,Class,移動,徒歩,徒歩
Mito,0,14,Mobility,Walking,Mito,水戸市,City,移動,徒歩,徒歩
Miyazaki,0,14,Mobility,Walking,Miyazaki,宮崎市,City,移動,徒歩,徒歩
Morioka,0,14,Mobility,Walking,Morioka,盛岡市,City,移動,徒歩,徒歩
Nagano,0,14,Mobility,Walking,Nagano,長野市,City,移動,徒歩,徒歩
Nagasaki,0,14,Mobility,Walking,Nagasaki,長崎市,City,移動,徒歩,徒歩
Nagoya,0,14,Mobility,Walking,Nagoya,名古屋市,City,移動,徒歩,徒歩
Naha,0,14,Mobility,Walking,Naha,那覇市,City,移動,徒歩,徒歩
Nara,0,14,Mobility,Walking,Nara,奈良市,City,移動,徒歩,徒歩
Niigata,0,14,Mobility,Walking,Niigata,新潟市,City,移動,徒歩,徒歩
Oita,0,14,Mobility,Walking,Oita,大分市,City,移動,徒歩,徒歩
Okayama,0,14,Mobility,Walking,Okayama,岡山市,City,移動,徒歩,徒歩
OkinawaReg.,0,14,Mobility,Walking,OkinawaReg.,沖縄,Region,移動,徒歩,徒歩
Osaka,0,14,Mobility,Walking,Osaka,大阪市,City,移動,徒歩,徒歩
Otsu,0,14,Mobility,Walking,Otsu,大津市,City,移動,徒歩,徒歩
Saga,0,14,Mobility,Walking,Saga,佐賀市,City,移動,徒歩,徒歩
Sagamihara,0,14,Mobility,Walking,Sagamihara,相模原市,City,移動,徒歩,徒歩
Saitama,0,14,Mobility,Walking,Saitama,さいたま市,City,移動,徒歩,徒歩
Sakae,0,14,Mobility,Walking,Sakae,堺市,City,移動,徒歩,徒歩
Sapporo,0,14,Mobility,Walking,Sapporo,札幌市,City,移動,徒歩,徒歩
Sendai,0,14,Mobility,Walking,Sendai,仙台市,City,移動,徒歩,徒歩
ShikokuReg.,0,14,Mobility,Walking,ShikokuReg.,四国,Region,移動,徒歩,徒歩
Shizuoka,0,14,Mobility,Walking,Shizuoka,静岡市,City,移動,徒歩,徒歩
SmallB/Towns/Villages,0,14,Mobility,Walking,SmallB/Towns/Villages,小都市Ｂ・町村,Class,移動,徒歩,徒歩
SmallCitiesA,0,14,Mobility,Walking,SmallCitiesA,小都市Ａ,Class,移動,徒歩,徒歩
Takamatsu,0,14,Mobility,Walking,Takamatsu,高松市,City,移動,徒歩,徒歩
TohokuReg.,0,14,Mobility,Walking,TohokuReg.,東北,Region,移動,徒歩,徒歩
TokaiReg.,0,14,Mobility,Walking,TokaiReg.,東海,Region,移動,徒歩,徒歩
Tokushima,0,14,Mobility,Walking,Tokushima,徳島市,City,移動,徒歩,徒歩
Tokyo,0,14,Mobility,Walking,Tokyo,東京都区部,City,移動,徒歩,徒歩
Tottori,0,14,Mobility,Walking,Tottori,鳥取市,City,移動,徒歩,徒歩
Toyama,0,14,Mobility,Walking,Toyama,富山市,City,移動,徒歩,徒歩
Tsu,0,14,Mobility,Walking,Tsu,津市,City,移動,徒歩,徒歩
Utsunomiya,0,14,Mobility,Walking,Utsunomiya,宇都宮市,City,移動,徒歩,徒歩
Wakayama,0,14,Mobility,Walking,Wakayama,和歌山市,City,移動,徒歩,徒歩
Yamagata,0,14,Mobility,Walking,Yamagata,山形市,City,移動,徒歩,徒歩
Yamaguchi,0,14,Mobility,Walking,Yamaguchi,山口市,City,移動,徒歩,徒歩
Yokohama,0,14,Mobility,Walking,Yokohama,横浜市,City,移動,徒歩,徒歩
Akita,211.81,15,Food,Cereals,Akita,秋田市,City,食,穀類,穀類
Aomori,193.84,15,Food,Cereals,Aomori,青森市,City,食,穀類,穀類
Chiba,212.67,15,Food,Cereals,Chiba,千葉市,City,食,穀類,穀類
ChugokuReg.,212.53,15,Food,Cereals,ChugokuReg.,中国,Region,食,穀類,穀類
ChukyoMetro.,199.04,15,Food,Cereals,ChukyoMetro.,中京大都市圏,Metropolitan,食,穀類,穀類
Cities50000+pop.,207.69,15,Food,Cereals,Cities50000+pop.,人口５万以上の市,Class,食,穀類,穀類
Fukui,165.51,15,Food,Cereals,Fukui,福井市,City,食,穀類,穀類
Fukuoka,183.81,15,Food,Cereals,Fukuoka,福岡市,City,食,穀類,穀類
Fukushima,203.75,15,Food,Cereals,Fukushima,福島市,City,食,穀類,穀類
Gifu,174.31,15,Food,Cereals,Gifu,岐阜市,City,食,穀類,穀類
Hamamatsu,221.88,15,Food,Cereals,Hamamatsu,浜松市,City,食,穀類,穀類
Hiroshima,202.37,15,Food,Cereals,Hiroshima,広島市,City,食,穀類,穀類
HokkaidoReg.,231.68,15,Food,Cereals,HokkaidoReg.,北海道,Region,食,穀類,穀類
HokurikuReg.,210.66,15,Food,Cereals,HokurikuReg.,北陸,Region,食,穀類,穀類
Japan,205.9,15,Food,Cereals,Japan,全国,Country,食,穀類,穀類
Kagoshima,180.97,15,Food,Cereals,Kagoshima,鹿児島市,City,食,穀類,穀類
Kanazawa,211.88,15,Food,Cereals,Kanazawa,金沢市,City,食,穀類,穀類
KantoMetro.,205.81,15,Food,Cereals,KantoMetro.,関東大都市圏,Metropolitan,食,穀類,穀類
KantoReg.,204.31,15,Food,Cereals,KantoReg.,関東,Region,食,穀類,穀類
Kawasaki,199.43,15,Food,Cereals,Kawasaki,川崎市,City,食,穀類,穀類
KinkiMetro.,226.14,15,Food,Cereals,KinkiMetro.,近畿大都市圏,Metropolitan,食,穀類,穀類
KinkiReg.,224.94,15,Food,Cereals,KinkiReg.,近畿,Region,食,穀類,穀類
Kitakyushu,238.44,15,Food,Cereals,Kitakyushu,北九州市,City,食,穀類,穀類
Kitakyushu/FukuokaMetro.,207.84,15,Food,Cereals,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,食,穀類,穀類
Kobe,204.88,15,Food,Cereals,Kobe,神戸市,City,食,穀類,穀類
Kochi,207.64,15,Food,Cereals,Kochi,高知市,City,食,穀類,穀類
Kofu,213.62,15,Food,Cereals,Kofu,甲府市,City,食,穀類,穀類
Kumamoto,192.33,15,Food,Cereals,Kumamoto,熊本市,City,食,穀類,穀類
Kyoto,218.52,15,Food,Cereals,Kyoto,京都市,City,食,穀類,穀類
KyushuReg.,192.26,15,Food,Cereals,KyushuReg.,九州,Region,食,穀類,穀類
LargeCities,206.95,15,Food,Cereals,LargeCities,大都市,Class,食,穀類,穀類
Maebashi,212.21,15,Food,Cereals,Maebashi,前橋市,City,食,穀類,穀類
Matsue,182.11,15,Food,Cereals,Matsue,松江市,City,食,穀類,穀類
Matsuyama,224.49,15,Food,Cereals,Matsuyama,松山市,City,食,穀類,穀類
MiddleCities,210.29,15,Food,Cereals,MiddleCities,中都市,Class,食,穀類,穀類
Mito,176.66,15,Food,Cereals,Mito,水戸市,City,食,穀類,穀類
Miyazaki,191.6,15,Food,Cereals,Miyazaki,宮崎市,City,食,穀類,穀類
Morioka,202.11,15,Food,Cereals,Morioka,盛岡市,City,食,穀類,穀類
Nagano,188.04,15,Food,Cereals,Nagano,長野市,City,食,穀類,穀類
Nagasaki,216.95,15,Food,Cereals,Nagasaki,長崎市,City,食,穀類,穀類
Nagoya,205.81,15,Food,Cereals,Nagoya,名古屋市,City,食,穀類,穀類
Naha,189.33,15,Food,Cereals,Naha,那覇市,City,食,穀類,穀類
Nara,230.35,15,Food,Cereals,Nara,奈良市,City,食,穀類,穀類
Niigata,224.04,15,Food,Cereals,Niigata,新潟市,City,食,穀類,穀類
Oita,227.16,15,Food,Cereals,Oita,大分市,City,食,穀類,穀類
Okayama,202.43,15,Food,Cereals,Okayama,岡山市,City,食,穀類,穀類
OkinawaReg.,197.05,15,Food,Cereals,OkinawaReg.,沖縄,Region,食,穀類,穀類
Osaka,211.12,15,Food,Cereals,Osaka,大阪市,City,食,穀類,穀類
Otsu,209.15,15,Food,Cereals,Otsu,大津市,City,食,穀類,穀類
Saga,211.71,15,Food,Cereals,Saga,佐賀市,City,食,穀類,穀類
Sagamihara,240.53,15,Food,Cereals,Sagamihara,相模原市,City,食,穀類,穀類
Saitama,209.4,15,Food,Cereals,Saitama,さいたま市,City,食,穀類,穀類
Sakae,272.71,15,Food,Cereals,Sakae,堺市,City,食,穀類,穀類
Sapporo,228.34,15,Food,Cereals,Sapporo,札幌市,City,食,穀類,穀類
Sendai,189.56,15,Food,Cereals,Sendai,仙台市,City,食,穀類,穀類
ShikokuReg.,208.6,15,Food,Cereals,ShikokuReg.,四国,Region,食,穀類,穀類
Shizuoka,225.41,15,Food,Cereals,Shizuoka,静岡市,City,食,穀類,穀類
SmallB/Towns/Villages,193.91,15,Food,Cereals,SmallB/Towns/Villages,小都市Ｂ・町村,Class,食,穀類,穀類
SmallCitiesA,206.52,15,Food,Cereals,SmallCitiesA,小都市Ａ,Class,食,穀類,穀類
Takamatsu,226.62,15,Food,Cereals,Takamatsu,高松市,City,食,穀類,穀類
TohokuReg.,181.23,15,Food,Cereals,TohokuReg.,東北,Region,食,穀類,穀類
TokaiReg.,198.7,15,Food,Cereals,TokaiReg.,東海,Region,食,穀類,穀類
Tokushima,217.78,15,Food,Cereals,Tokushima,徳島市,City,食,穀類,穀類
Tokyo,194.28,15,Food,Cereals,Tokyo,東京都区部,City,食,穀類,穀類
Tottori,198.46,15,Food,Cereals,Tottori,鳥取市,City,食,穀類,穀類
Toyama,201.98,15,Food,Cereals,Toyama,富山市,City,食,穀類,穀類
Tsu,223.04,15,Food,Cereals,Tsu,津市,City,食,穀類,穀類
Utsunomiya,204.78,15,Food,Cereals,Utsunomiya,宇都宮市,City,食,穀類,穀類
Wakayama,224.63,15,Food,Cereals,Wakayama,和歌山市,City,食,穀類,穀類
Yamagata,216.98,15,Food,Cereals,Yamagata,山形市,City,食,穀類,穀類
Yamaguchi,214.29,15,Food,Cereals,Yamaguchi,山口市,City,食,穀類,穀類
Yokohama,195.73,15,Food,Cereals,Yokohama,横浜市,City,食,穀類,穀類
Akita,237.21,16,Food,Vegetables/Beans,Akita,秋田市,City,食,野菜・豆類,野菜・豆類
Aomori,171.61,16,Food,Vegetables/Beans,Aomori,青森市,City,食,野菜・豆類,野菜・豆類
Chiba,194.46,16,Food,Vegetables/Beans,Chiba,千葉市,City,食,野菜・豆類,野菜・豆類
ChugokuReg.,169.93,16,Food,Vegetables/Beans,ChugokuReg.,中国,Region,食,野菜・豆類,野菜・豆類
ChukyoMetro.,148.12,16,Food,Vegetables/Beans,ChukyoMetro.,中京大都市圏,Metropolitan,食,野菜・豆類,野菜・豆類
Cities50000+pop.,183.5,16,Food,Vegetables/Beans,Cities50000+pop.,人口５万以上の市,Class,食,野菜・豆類,野菜・豆類
Fukui,156.44,16,Food,Vegetables/Beans,Fukui,福井市,City,食,野菜・豆類,野菜・豆類
Fukuoka,163.54,16,Food,Vegetables/Beans,Fukuoka,福岡市,City,食,野菜・豆類,野菜・豆類
Fukushima,218.64,16,Food,Vegetables/Beans,Fukushima,福島市,City,食,野菜・豆類,野菜・豆類
Gifu,164.95,16,Food,Vegetables/Beans,Gifu,岐阜市,City,食,野菜・豆類,野菜・豆類
Hamamatsu,154.82,16,Food,Vegetables/Beans,Hamamatsu,浜松市,City,食,野菜・豆類,野菜・豆類
Hiroshima,172.93,16,Food,Vegetables/Beans,Hiroshima,広島市,City,食,野菜・豆類,野菜・豆類
HokkaidoReg.,180.82,16,Food,Vegetables/Beans,HokkaidoReg.,北海道,Region,食,野菜・豆類,野菜・豆類
HokurikuReg.,176.16,16,Food,Vegetables/Beans,HokurikuReg.,北陸,Region,食,野菜・豆類,野菜・豆類
Japan,178.78,16,Food,Vegetables/Beans,Japan,全国,Country,食,野菜・豆類,野菜・豆類
Kagoshima,181.21,16,Food,Vegetables/Beans,Kagoshima,鹿児島市,City,食,野菜・豆類,野菜・豆類
Kanazawa,175.61,16,Food,Vegetables/Beans,Kanazawa,金沢市,City,食,野菜・豆類,野菜・豆類
KantoMetro.,204.13,16,Food,Vegetables/Beans,KantoMetro.,関東大都市圏,Metropolitan,食,野菜・豆類,野菜・豆類
KantoReg.,198.07,16,Food,Vegetables/Beans,KantoReg.,関東,Region,食,野菜・豆類,野菜・豆類
Kawasaki,194.48,16,Food,Vegetables/Beans,Kawasaki,川崎市,City,食,野菜・豆類,野菜・豆類
KinkiMetro.,181.9,16,Food,Vegetables/Beans,KinkiMetro.,近畿大都市圏,Metropolitan,食,野菜・豆類,野菜・豆類
KinkiReg.,179.06,16,Food,Vegetables/Beans,KinkiReg.,近畿,Region,食,野菜・豆類,野菜・豆類
Kitakyushu,228.4,16,Food,Vegetables/Beans,Kitakyushu,北九州市,City,食,野菜・豆類,野菜・豆類
Kitakyushu/FukuokaMetro.,176.35,16,Food,Vegetables/Beans,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,食,野菜・豆類,野菜・豆類
Kobe,178.31,16,Food,Vegetables/Beans,Kobe,神戸市,City,食,野菜・豆類,野菜・豆類
Kochi,160.01,16,Food,Vegetables/Beans,Kochi,高知市,City,食,野菜・豆類,野菜・豆類
Kofu,186.16,16,Food,Vegetables/Beans,Kofu,甲府市,City,食,野菜・豆類,野菜・豆類
Kumamoto,152.41,16,Food,Vegetables/Beans,Kumamoto,熊本市,City,食,野菜・豆類,野菜・豆類
Kyoto,198.11,16,Food,Vegetables/Beans,Kyoto,京都市,City,食,野菜・豆類,野菜・豆類
KyushuReg.,159.46,16,Food,Vegetables/Beans,KyushuReg.,九州,Region,食,野菜・豆類,野菜・豆類
LargeCities,190.39,16,Food,Vegetables/Beans,LargeCities,大都市,Class,食,野菜・豆類,野菜・豆類
Maebashi,206.37,16,Food,Vegetables/Beans,Maebashi,前橋市,City,食,野菜・豆類,野菜・豆類
Matsue,162.61,16,Food,Vegetables/Beans,Matsue,松江市,City,食,野菜・豆類,野菜・豆類
Matsuyama,147.83,16,Food,Vegetables/Beans,Matsuyama,松山市,City,食,野菜・豆類,野菜・豆類
MiddleCities,187.9,16,Food,Vegetables/Beans,MiddleCities,中都市,Class,食,野菜・豆類,野菜・豆類
Mito,178.77,16,Food,Vegetables/Beans,Mito,水戸市,City,食,野菜・豆類,野菜・豆類
Miyazaki,177.75,16,Food,Vegetables/Beans,Miyazaki,宮崎市,City,食,野菜・豆類,野菜・豆類
Morioka,224.61,16,Food,Vegetables/Beans,Morioka,盛岡市,City,食,野菜・豆類,野菜・豆類
Nagano,195.48,16,Food,Vegetables/Beans,Nagano,長野市,City,食,野菜・豆類,野菜・豆類
Nagasaki,178.81,16,Food,Vegetables/Beans,Nagasaki,長崎市,City,食,野菜・豆類,野菜・豆類
Nagoya,159.4,16,Food,Vegetables/Beans,Nagoya,名古屋市,City,食,野菜・豆類,野菜・豆類
Naha,137.85,16,Food,Vegetables/Beans,Naha,那覇市,City,食,野菜・豆類,野菜・豆類
Nara,197.07,16,Food,Vegetables/Beans,Nara,奈良市,City,食,野菜・豆類,野菜・豆類
Niigata,216.35,16,Food,Vegetables/Beans,Niigata,新潟市,City,食,野菜・豆類,野菜・豆類
Oita,182.78,16,Food,Vegetables/Beans,Oita,大分市,City,食,野菜・豆類,野菜・豆類
Okayama,162.04,16,Food,Vegetables/Beans,Okayama,岡山市,City,食,野菜・豆類,野菜・豆類
OkinawaReg.,134.45,16,Food,Vegetables/Beans,OkinawaReg.,沖縄,Region,食,野菜・豆類,野菜・豆類
Osaka,160.12,16,Food,Vegetables/Beans,Osaka,大阪市,City,食,野菜・豆類,野菜・豆類
Otsu,168.44,16,Food,Vegetables/Beans,Otsu,大津市,City,食,野菜・豆類,野菜・豆類
Saga,188.86,16,Food,Vegetables/Beans,Saga,佐賀市,City,食,野菜・豆類,野菜・豆類
Sagamihara,218.07,16,Food,Vegetables/Beans,Sagamihara,相模原市,City,食,野菜・豆類,野菜・豆類
Saitama,219.08,16,Food,Vegetables/Beans,Saitama,さいたま市,City,食,野菜・豆類,野菜・豆類
Sakae,211.5,16,Food,Vegetables/Beans,Sakae,堺市,City,食,野菜・豆類,野菜・豆類
